Name,Latitude,Longitude,Air conditioning,Housekeeping,Private balcony,Private bathrooms,VIP room facilities,Complimentary toiletries,Room service,Telephone,Minibar,Flatscreen TV,Wifi,Pool,Bar / lounge,Poolside bar,Free parking,Breakfast available,Restaurant,Airport transportation,Car hire,Taxi service,Banquet room,Meeting rooms,Conference facilities,Spa,Sauna,Currency exchange,24-hour security,Concierge,Baggage storage,Sun terrace,Shops,Butler service,First aid kit,Infirmary,24-hour front desk,Private check-in / check-out,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Ocean view,City view,Landmark view,Pool view,Non-smoking rooms,Smoking rooms available,Suites,Rating,Number of reviews,Price,Distance Score,Review Score
Luxtay Suites,12.933902740478516,77.63105773925781,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.5,28,1624.0,405.55999999999995,5.03
Grand Mercure Bengaluru at Gopalan Mall,12.992615699768065,77.66062927246094,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,5.0,74,4480.0,291.46999999999986,6.28
Ramee Guestline Hotel Bangalore,12.785659790039062,77.74351501464844,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,3.5,209,3669.74,0.0,6.33
Gardeenia Comforts Suites,12.823201179504395,77.68751525878906,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,5.0,379,1586.58,4.79,8.9
Eagleton The Golf Resort,12.79854679107666,77.41358184814453,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3.5,205,6708.8,17.29,6.3
The Oterra,12.850136756896973,77.66020202636719,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,4.5,"1,595",6720.0,9.129999999999999,9.49
JW Marriott Hotel Bengaluru,12.972250938415527,77.59503936767578,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5.0,"2,516",8258.82,487.62,10.0
Fairfield by Marriott Bengaluru Rajajinagar,12.983194351196287,77.55964660644531,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.5,"1,633",4256.0,429.03000000000003,9.49
The Ritz-Carlton,12.967779159545898,77.60169219970703,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.5,"2,011",8258.82,487.62,9.5
"Four Points by Sheraton Bengaluru, Whitefield",12.979419708251953,77.75177764892578,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,5.0,"1,398",5936.0,38.02,9.98
Grand Mercure Bengaluru at Gopalan Mall,12.992615699768065,77.66062927246094,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,5.0,74,4480.0,291.46999999999986,6.28
Sai Vishram Business Hotel,12.82457447052002,77.68110656738281,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,4.5,695,3416.0,4.79,9.19
Gardeenia Comforts Suites,12.823201179504395,77.68751525878906,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,5.0,379,1586.58,4.79,8.9
Aloft Bengaluru Whitefield,12.991338729858398,77.7326431274414,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.5,"1,353",3808.0,57.07,9.48
The Lalit Ashok,12.99189567565918,77.58195495605469,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,4.5,"2,072",7054.9,459.89000000000004,9.5
The Waverly Hotel & Residences,12.996280670166016,77.69538116455078,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.5,303,6550.99,98.82999999999998,8.01
Laika Boutique Stay,12.97041130065918,77.6168212890625,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,5.0,317,2498.93,482.91,8.59
Radha Regent Bengaluru,12.836877822875975,77.66167449951172,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.5,422,4265.62,4.79,8.58
Galibore Nature Camp,12.281933784484865,77.3755111694336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,182,10738.0,0.0,7.09
Ramanashree Richmond - Richmond Circle,12.966214179992676,77.59492492675781,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,4.0,373,2926.35,476.27,7.88
Shivas Gateway,13.192408561706545,77.64672088623047,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,152,4467.74,23.92,6.28
"juSTa Indiranagar, Bangalore",12.971258163452148,77.64067840576172,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.5,354,8772.19,394.20000000000005,8.29
Zone by the Park Electronic City Bengaluru,12.84522533416748,77.66527557373047,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.5,137,2648.8,4.79,6.61
Benhur Pride Hotel,12.958306312561035,77.55508422851562,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5.0,63,2688.0,426.98999999999995,6.11
Shivas Gateway,13.192408561706545,77.64672088623047,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,152,4467.74,23.92,6.28
Benhur Pride Hotel,12.958306312561035,77.55508422851562,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5.0,63,2688.0,426.98999999999995,6.11
Melange Astris,12.96485996246338,77.59857177734375,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,4.0,250,3358.88,482.2,7.16
Goldfinch Retreat Bengaluru,13.194876670837402,77.6357650756836,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,4.0,381,3358.88,15.43,7.91
The Rialto Hotel,12.980344772338867,77.5765151977539,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.5,102,3064.66,459.84000000000003,6.18
Terrace Gardens Guest House,12.970479965209961,77.61431121826172,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,4.0,142,2891.38,500.88000000000005,6.17
Krishinton Suites,13.023228645324707,77.56279754638672,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,4.0,123,4704.0,322.8399999999999,5.94
Casa de Bengaluru,12.935779571533205,77.62207794189453,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,153,4778.31,429.70000000000005,6.29
Lotus Pond Homestay,12.943496704101562,77.58375549316406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,55,5600.0,469.35999999999996,5.49
Shilton Royale,12.938695907592773,77.62994384765625,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.0,158,4088.0,429.70000000000005,6.34
OYO 9653 Ample Premium Suites,13.117767333984375,77.6141357421875,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4.5,81,999.0,14.719999999999999,5.88
Zion - A Luxurious Hotel,12.978949546813965,77.57713317871094,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,20,2914.62,459.84000000000003,5.38
Liwa Hotel,13.075984001159668,77.59154510498047,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,73,7616.0,30.78,5.27
Nandhana Grand,12.936274528503418,77.6214370727539,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,168,3555.99,429.70000000000005,6.45
37th Crescent Hotel Bangalore,12.984853744506836,77.58088684082031,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,4.0,219,6100.42,459.84000000000003,6.92
Treebo Trend Apple Villa,12.961492538452148,77.58935546875,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5,35,2589.0,481.39,5.15
The Garden Asia Resorts and Hotel,12.876059532165527,77.4437484741211,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.0,46,4480.0,20.36,4.84
Ramada by Wyndham Bengaluru Yelahanka,13.156866073608398,77.5648193359375,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4.5,56,4760.0,14.719999999999999,5.5
The Sun Suites,13.12025547027588,77.61344146728516,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,12,2022.05,14.719999999999999,5.23
Ankit Vista Green Village,12.98705005645752,77.69503021240234,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,56,3682.42,108.44,5.0
Eagle Ridge,12.851550102233887,77.60610961914062,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,107,2681.28,65.88,5.74
Akshaya Aura,12.976256370544435,77.57917022705078,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,4.0,88,2597.0,460.36,5.48
Radha Regent Bengaluru,12.836877822875975,77.66167449951172,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.5,422,4265.62,4.79,8.58
Temple Tree Hotel Wilson Garden,12.947896957397461,77.59453582763672,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,4.5,241,4760.0,477.59,7.59
"Maple Suites, Serviced Residences",12.905165672302244,77.60383605957031,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,4.5,199,3136.0,272.3499999999999,7.24
Radha Hometel,12.977543830871582,77.71327209472656,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,4.0,390,2184.0,75.41,7.95
Galibore Nature Camp,12.281933784484865,77.3755111694336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,182,10738.0,0.0,7.09
"juSTa Indiranagar, Bangalore",12.971258163452148,77.64067840576172,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.5,354,8789.43,394.20000000000005,8.29
Thyme The Transit,12.978001594543455,77.6396255493164,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.5,271,2419.2,413.7,7.81
Miraya Hotel Whitefield Bengaluru,12.956480026245115,77.7342529296875,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.5,763,5373.07,57.03,9.26
Himalaya By Monarch,12.975871086120605,77.57599639892578,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,4.5,144,2103.0,453.79,6.69
Ramanashree Richmond - Richmond Circle,12.966214179992676,77.59492492675781,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,4.0,373,2926.35,476.27,7.88
The Continentti Brookefield,12.96371841430664,77.71381378173828,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,5.0,66,1205.18,92.28999999999999,6.16
Silicon Suites,13.07266330718994,77.50338745117188,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,4.5,48,2016.0,16.759999999999998,5.37
juSTa MG Road,12.972557067871096,77.61662292480469,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.5,549,8772.19,497.93,8.94
Arna Hotel,13.157288551330565,77.625,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,5.0,59,2633.45,14.719999999999999,6.05
Fortune Park JP Celestial,12.980853080749512,77.57589721679688,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,4.0,714,3237.98,454.62,8.71
Silverstar Hotel,12.979161262512207,77.57909393310547,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,4.0,304,2184.0,459.84000000000003,7.52
37th Crescent Boutique Suites,13.021455764770508,77.63764190673828,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,57,6509.5,339.5199999999999,6.02
Citrine Hotel,12.986549377441404,77.57464599609375,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,4.5,231,3218.42,443.16,7.52
Arra Suites,13.15634536743164,77.62616729736328,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,4.5,275,1159.5,14.719999999999999,7.84
Zone by the Park Electronic City Bengaluru,12.84522533416748,77.66527557373047,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,4.5,137,2648.8,4.79,6.61
Olde Bangalore Hotel & Resort,13.191280364990234,77.62188720703125,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,4.0,277,7978.9,10.54,7.35
Hotel La Classic,12.783933639526367,77.75719451904297,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,233,3808.0,0.0,7.03
Treebo Trend Akshaya Lalbagh Inn,12.943312644958494,77.58411407470703,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,4.0,209,1864.71,469.35999999999996,6.83
The Orchard Suites,12.99697971343994,77.58055114746094,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,275,2170.12,450.21000000000004,7.34
Shivas Gateway,13.192408561706545,77.64672088623047,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,152,4467.74,23.92,6.28
Rosewood International Hotel,12.952939987182615,77.5450210571289,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,4.5,82,2497.0,420.7799999999999,5.9
Hotel Sanman Gardenia,12.94351291656494,77.58473205566406,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,4.0,133,2229.0,477.59,6.06
The Little Blue Window Hostel,12.913922309875488,77.60890197753906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5.0,48,542.66,358.46999999999997,5.87
Benhur Pride Hotel,12.958306312561035,77.55508422851562,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5.0,63,2688.0,426.98999999999995,6.11
Treebo Trip Akshaya Mayflower,12.895525932312012,77.60806274414062,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.0,189,1629.16,173.95000000000005,6.65
Shivas Gateway,13.192408561706545,77.64672088623047,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,152,4467.74,23.92,6.28
BluPetal - A Business Hotel,12.93348789215088,77.61531066894531,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,4.0,201,2138.05,429.70000000000005,6.76
Ginger Bangalore (Inner Ring Road),12.952322959899902,77.64004516601562,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4.0,214,3918.88,434.89000000000004,6.88
Melange Astris,12.96485996246338,77.59857177734375,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,4.0,250,3358.88,482.2,7.16
Goldfinch Retreat Bengaluru,13.194876670837402,77.6357650756836,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,4.0,381,3358.88,15.43,7.91
The Sanctum Suites BEL Road,13.024984359741213,77.57630920410156,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,4.5,143,2800.0,356.3799999999999,6.68
The Rialto Hotel,12.980344772338867,77.5765151977539,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.5,102,3064.66,459.84000000000003,6.18
Terrace Gardens Guest House,12.970479965209961,77.61431121826172,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,4.0,142,2891.38,500.88000000000005,6.17
Treebo Trend Raj Premier,12.982074737548828,77.63780212402344,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.5,82,2801.58,412.75,5.9
"Octave Hotel & Spa, Sarjapur Road",12.91697597503662,77.67259216308594,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,4.0,272,1792.0,112.35,7.32
The Capitol,12.98257541656494,77.59432220458984,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,4.0,305,4141.62,489.29,7.52
Treebo Trend Edha Suites,12.938132286071776,77.63055419921875,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,4.0,60,2289.07,429.70000000000005,5.07
Krishinton Suites,13.023228645324707,77.56279754638672,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,4.0,123,3361.11,322.8399999999999,5.94
Utse Suites,12.984892845153807,77.61164093017578,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4.5,55,2506.0,486.45000000000005,5.49
Holiday Inn Express & Suites Bengaluru Old Madras Road,13.054100036621096,77.76182556152344,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,20,2910.87,4.15,5.38
Treebo Trip Elmas Golden Key,12.935454368591307,77.6129379272461,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.0,157,965.63,441.47,6.33
Treebo Trend Greenwood Premier Suites,12.962076187133787,77.64934539794922,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4.0,127,1763.63,374.22,5.99
Casa de Bengaluru,12.935779571533205,77.62207794189453,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,153,3423.94,429.70000000000005,6.29
